0,1,1,1
1,0.999657325,0.999657325,0.999657325
2,0.998629535,0.998629535,0.998629535
3,0.996917334,0.996917334,0.996917334
4,0.994521895,0.994521895,0.994521895
5,0.991444861,0.991444861,0.991444861
6,0.987688341,0.987688341,0.987688341
7,0.983254908,0.983254908,0.983254908
8,0.978147601,0.978147601,0.978147601
9,0.97236992,0.97236992,0.97236992
10,0.965925826,0.965925826,0.965925826
11,0.958819735,0.958819735,0.958819735
12,0.951056516,0.951056516,0.951056516
13,0.942641491,0.942641491,0.942641491
14,0.933580426,0.933580426,0.933580426
15,0.923879533,0.923879533,0.923879533
16,0.913545458,0.913545458,0.913545458
17,0.902585284,0.902585284,0.902585284
18,0.891006524,0.891006524,0.891006524
19,0.878817113,0.878817113,0.878817113
20,0.866025404,0.866025404,0.866025404
21,0.852640164,0.852640164,0.852640164
22,0.838670568,0.838670568,0.838670568
23,0.824126189,0.824126189,0.824126189
24,0.809016994,0.809016994,0.809016994
25,0.79335334,0.79335334,0.79335334
26,0.777145961,0.777145961,0.777145961
27,0.760405966,0.760405966,0.760405966
28,0.743144825,0.743144825,0.743144825
29,0.725374371,0.725374371,0.725374371
30,0.707106781,0.707106781,0.707106781
31,0.688354576,0.688354576,0.688354576
32,0.669130606,0.669130606,0.669130606
33,0.649448048,0.649448048,0.649448048
34,0.629320391,0.629320391,0.629320391
35,0.608761429,0.608761429,0.608761429
36,0.587785252,0.587785252,0.587785252
37,0.566406237,0.566406237,0.566406237
38,0.544639035,0.544639035,0.544639035
39,0.522498565,0.522498565,0.522498565
40,0.5,0.5,0.5
41,0.47715876,0.47715876,0.47715876
42,0.4539905,0.4539905,0.4539905
43,0.430511097,0.430511097,0.430511097
44,0.406736643,0.406736643,0.406736643
45,0.382683432,0.382683432,0.382683432
46,0.35836795,0.35836795,0.35836795
47,0.333806859,0.333806859,0.333806859
48,0.309016994,0.309016994,0.309016994
49,0.284015345,0.284015345,0.284015345
50,0.258819045,0.258819045,0.258819045
51,0.233445364,0.233445364,0.233445364
52,0.207911691,0.207911691,0.207911691
53,0.182235525,0.182235525,0.182235525
54,0.156434465,0.156434465,0.156434465
55,0.130526192,0.130526192,0.130526192
56,0.104528463,0.104528463,0.104528463
57,0.078459096,0.078459096,0.078459096
58,0.052335956,0.052335956,0.052335956
59,0.026176948,0.026176948,0.026176948
60,0,0,0
